,y_test,y_pred,code_module,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,total_n_days,avg_total_sum_clicks,year,semester,overall_total_clicks
5886,1,1,1,0,3,0,6,1,0,60,0,5,4.516129032258065,2014,1,22.580645161290324
17150,0,0,4,1,1,1,5,0,0,120,0,76,4.976495726495727,2013,1,378.21367521367523
16056,0,0,3,1,6,1,5,0,0,90,0,98,2.440180586907449,2014,1,239.13769751693002
11187,1,1,2,1,1,0,4,1,0,60,0,26,3.585185185185185,2014,1,93.21481481481482
4226,1,0,1,0,0,2,1,0,0,60,0,58,2.3946188340807173,2014,0,138.8878923766816
8805,1,0,2,1,6,0,5,0,0,60,0,73,3.4160919540229884,2014,0,249.37471264367815
22262,1,1,5,1,3,0,2,0,0,60,0,2,4.473684210526316,2013,1,8.947368421052632
15205,1,1,3,1,7,1,1,1,0,60,0,41,1.6440677966101696,2014,0,67.40677966101696
14092,1,1,3,1,9,0,3,0,0,60,0,19,3.506666666666667,2013,1,66.62666666666667
11249,1,0,2,0,9,0,9,0,1,180,0,42,4.0,2014,1,168.0
1618,1,0,1,0,10,0,7,0,0,120,0,37,2.3452380952380953,2013,0,86.77380952380953
20041,1,1,5,1,5,2,3,0,1,90,0,48,3.4703703703703703,2013,0,166.57777777777778
94,1,1,0,1,12,0,9,0,0,180,0,21,2.676056338028169,2013,1,56.19718309859155
12601,1,0,3,0,10,0,4,0,0,70,0,42,2.3068181818181817,2013,1,96.88636363636363
20393,1,1,5,1,0,0,9,1,0,60,0,8,4.4411764705882355,2013,0,35.529411764705884
6639,0,0,1,0,7,2,9,1,0,60,0,45,4.081180811808118,2014,1,183.65313653136533
11053,0,1,2,1,3,0,3,0,0,120,0,37,4.4068627450980395,2014,1,163.05392156862746
25516,0,0,5,0,8,0,9,0,0,60,0,215,4.803056027164686,2014,1,1032.6570458404076
24228,1,1,5,1,0,0,9,0,0,60,0,2,3.8529411764705883,2014,0,7.705882352941177
7732,1,1,2,1,8,0,8,0,0,120,0,17,3.766990291262136,2014,0,64.03883495145631
1086,1,1,1,0,0,3,2,0,1,60,1,28,2.4702702702702704,2013,0,69.16756756756757
3196,0,0,1,0,2,0,1,0,0,60,0,78,2.213776722090261,2013,1,172.67458432304036
726,0,0,0,0,7,0,2,1,0,60,0,145,2.8280373831775703,2014,1,410.06542056074767
10889,0,0,2,1,3,0,3,0,0,120,0,46,6.191428571428571,2014,1,284.80571428571426
26229,0,0,5,1,4,0,1,0,0,90,0,137,5.065606361829026,2014,1,693.9880715705766
9217,1,0,2,1,11,0,3,0,0,60,0,41,3.8735632183908044,2014,1,158.816091954023
2133,0,0,1,0,11,0,8,1,0,120,0,34,2.893258426966292,2013,0,98.37078651685393
2319,0,0,1,0,8,0,9,1,1,120,0,244,5.569590643274854,2013,1,1358.9801169590644
11306,0,0,2,1,9,2,5,0,0,30,0,47,3.16734693877551,2014,1,148.86530612244897
21973,0,0,5,1,8,2,2,0,0,90,0,104,7.7353198948290975,2013,1,804.4732690622261
626,1,0,0,1,8,1,6,0,0,60,0,40,6.776422764227642,2014,1,271.0569105691057
18369,0,0,4,1,12,0,0,0,0,60,1,158,3.9643231899265476,2014,0,626.3630640083945
9616,1,1,2,1,6,1,7,0,0,30,0,9,3.4130434782608696,2014,1,30.717391304347828
16280,0,0,3,0,6,2,0,0,0,60,0,61,2.7966101694915255,2014,1,170.59322033898306
28696,0,0,6,0,6,2,0,0,0,30,0,46,3.2957198443579765,2014,1,151.6031128404669
19553,0,0,4,1,3,0,5,0,0,60,0,103,3.9014084507042255,2014,1,401.84507042253523
12261,0,0,3,0,10,2,6,0,0,60,1,107,3.937777777777778,2013,0,421.34222222222223
1083,1,1,1,0,1,0,2,0,0,60,0,31,3.28125,2013,0,101.71875
15317,1,1,3,1,5,0,2,1,1,60,1,51,1.8142857142857143,2014,0,92.52857142857142
24210,1,1,5,1,9,2,3,0,0,60,0,23,3.8375634517766497,2014,0,88.26395939086294
25289,0,0,5,1,10,2,5,0,1,60,0,120,4.201291711517761,2014,1,504.15500538213126
18519,1,1,4,1,12,0,5,1,0,60,0,18,3.6436781609195403,2014,0,65.58620689655173
5747,1,1,1,0,9,0,4,0,0,180,0,3,2.0,2014,1,6.0
16778,0,0,3,1,6,2,8,0,0,120,0,59,2.2286821705426356,2014,1,131.4922480620155
13949,0,0,3,0,10,0,9,0,0,60,0,72,2.1536388140161726,2013,1,155.06199460916443
23759,0,0,5,1,10,2,1,0,0,90,0,110,3.672883787661406,2014,0,404.01721664275465
26232,1,1,5,0,7,2,1,0,0,180,0,15,2.278688524590164,2014,1,34.18032786885246
11535,1,1,3,0,6,0,3,0,0,60,1,5,3.7183098591549295,2013,0,18.591549295774648
14014,0,0,3,1,12,0,2,0,0,60,0,44,2.7872340425531914,2013,1,122.63829787234042
13227,0,0,3,0,5,2,0,0,0,60,0,187,2.633879781420765,2013,1,492.53551912568304
5571,1,1,1,0,10,2,2,0,0,90,0,10,3.2195121951219514,2014,1,32.19512195121951
13271,0,0,3,0,0,2,7,1,0,60,1,88,2.289308176100629,2013,1,201.45911949685535
7506,1,1,2,1,5,2,6,1,0,60,0,5,8.11111111111111,2014,0,40.55555555555556
26222,0,0,5,1,8,1,3,0,0,120,0,69,4.616541353383458,2014,1,318.5413533834586
12004,0,0,3,1,5,1,9,1,0,60,0,201,2.3914405010438413,2013,0,480.6795407098121
1564,1,0,1,0,5,2,0,1,0,120,0,85,3.8737024221453287,2013,0,329.2647058823529
25229,1,1,5,1,1,0,9,0,1,60,0,9,2.4705882352941178,2014,1,22.235294117647058
23604,1,0,5,1,8,2,7,0,1,90,0,55,4.170886075949367,2014,0,229.3987341772152
26230,0,0,5,1,5,2,3,0,0,90,1,60,4.767816091954023,2014,1,286.0689655172414
8480,1,1,2,0,6,1,5,0,0,60,0,14,3.5476190476190474,2014,0,49.666666666666664
14517,1,1,3,1,6,0,4,0,0,60,0,12,2.5416666666666665,2014,0,30.5
8840,1,1,2,0,3,1,3,1,0,60,0,16,4.207792207792208,2014,0,67.32467532467533
26233,1,1,5,1,9,2,3,0,0,90,0,20,2.783132530120482,2014,1,55.66265060240964
5446,0,1,1,0,3,0,0,0,0,60,0,9,4.161764705882353,2014,1,37.45588235294118
2946,0,1,1,0,1,2,7,0,1,60,0,17,1.791044776119403,2013,1,30.44776119402985
14866,0,0,3,1,0,0,6,0,1,180,0,141,2.1585845347313235,2014,0,304.36041939711663
4522,1,1,1,0,7,2,3,1,1,180,1,8,1.8666666666666667,2014,0,14.933333333333334
7154,0,0,1,0,9,0,4,1,0,120,0,112,3.3445544554455444,2014,1,374.590099009901
14468,1,1,3,0,9,2,0,1,2,60,1,42,3.3482142857142856,2014,0,140.625
14665,0,0,3,1,0,0,4,0,0,60,0,131,2.0165794066317626,2014,0,264.1719022687609
17744,1,1,4,1,5,2,5,0,0,60,0,7,5.16,2013,1,36.120000000000005
13734,1,1,3,1,9,0,1,0,0,120,1,6,2.0384615384615383,2013,1,12.23076923076923
23680,1,1,5,1,5,0,4,1,0,120,0,23,3.053435114503817,2014,0,70.22900763358778
14830,1,0,3,1,0,0,7,0,0,60,0,50,2.936046511627907,2014,0,146.80232558139534
6164,0,1,1,0,11,2,0,0,0,60,0,4,1.7692307692307692,2014,1,7.076923076923077
11711,0,0,3,0,10,2,8,0,0,60,0,155,1.9976780185758514,2013,0,309.64009287925694
19965,0,0,5,0,6,1,3,0,0,60,1,149,4.2264,2013,0,629.7336
28109,1,1,6,0,12,0,6,0,0,30,0,8,2.0217391304347827,2014,0,16.17391304347826
17041,1,1,3,1,10,1,1,1,0,60,0,29,2.082706766917293,2014,1,60.3984962406015
13960,1,1,3,1,6,0,9,1,0,120,0,4,1.7857142857142858,2013,1,7.142857142857143
20611,0,0,5,1,3,0,1,0,0,60,0,103,3.679886685552408,2013,0,379.028328611898
15376,0,0,3,0,4,0,4,0,0,60,0,100,3.5800653594771243,2014,0,358.00653594771245
16000,0,0,3,1,5,1,2,0,1,90,0,143,1.882051282051282,2014,1,269.1333333333333
4414,1,0,1,0,5,0,6,1,0,60,0,57,4.98300283286119,2014,0,284.0311614730878
11140,1,0,2,1,7,2,1,1,0,60,0,60,3.404081632653061,2014,1,204.24489795918367
19168,1,1,4,1,10,0,1,0,0,120,0,11,2.2698412698412698,2014,1,24.96825396825397
25730,0,0,5,0,12,0,6,1,0,60,0,147,4.110383536014967,2014,1,604.2263797942002
24983,0,0,5,1,11,0,3,0,2,90,0,99,3.294488188976378,2014,1,326.1543307086614
11316,1,1,2,1,6,0,8,0,0,30,0,1,1.0,2014,1,1.0
18712,1,1,4,1,12,1,1,1,0,30,0,5,4.3076923076923075,2014,1,21.538461538461537
13618,1,1,3,1,10,1,6,0,0,90,0,14,2.1964285714285716,2013,1,30.750000000000004
11445,1,1,3,1,3,2,2,1,0,60,0,56,2.2509881422924902,2013,0,126.05533596837945
7810,0,0,2,1,12,0,7,1,0,60,0,81,3.612009237875289,2014,0,292.5727482678984
5303,0,1,1,0,10,0,0,0,0,60,0,26,2.420765027322404,2014,0,62.93989071038251
11400,1,1,3,1,12,0,8,0,1,60,0,6,1.8297872340425532,2013,0,10.97872340425532
10009,1,1,2,0,3,2,1,1,0,120,1,14,5.913385826771654,2014,1,82.78740157480316
25945,1,1,5,1,2,0,6,0,0,60,0,12,2.8,2014,1,33.599999999999994
6559,0,1,1,1,2,2,0,1,0,60,0,24,3.1094890510948905,2014,1,74.62773722627738
25902,0,0,5,1,5,2,4,0,0,60,0,121,5.4008221993833505,2014,1,653.4994861253854
18626,0,0,4,0,1,0,7,1,0,30,0,54,3.795620437956204,2014,0,204.96350364963502
5347,1,1,1,0,6,2,1,1,1,60,0,7,1.7857142857142858,2014,0,12.5
5985,1,1,1,0,11,0,0,0,0,60,0,2,1.6,2014,1,3.2
11719,0,0,3,1,0,0,8,0,0,120,0,50,2.12,2013,0,106.0
9557,1,0,2,0,8,0,8,0,0,60,0,90,5.130769230769231,2014,1,461.76923076923083
10860,0,0,2,1,8,0,2,1,0,120,0,136,2.804480651731161,2014,1,381.4093686354379
25906,1,1,5,1,5,0,1,0,0,60,0,13,3.9615384615384617,2014,1,51.5
8653,0,0,2,1,6,0,2,0,0,90,0,46,3.3364055299539173,2014,0,153.4746543778802
28570,0,0,6,0,7,0,6,0,0,30,0,61,2.2734082397003745,2014,1,138.67790262172284
19242,0,0,4,1,0,0,4,1,0,60,1,154,3.3309053069719043,2014,1,512.9594172736732
7149,0,0,1,0,4,2,2,0,0,120,0,40,3.7547169811320753,2014,1,150.18867924528303
24344,1,1,5,1,8,0,6,0,0,90,0,2,3.3333333333333335,2014,0,6.666666666666667
8856,0,0,2,1,10,1,8,1,0,30,0,112,2.8351648351648353,2014,0,317.53846153846155
14964,1,1,3,0,8,1,4,1,0,60,0,2,2.1363636363636362,2014,0,4.2727272727272725
16684,0,0,3,1,0,1,9,1,0,60,0,110,2.3544303797468356,2014,1,258.9873417721519
4395,1,0,1,0,6,2,0,0,2,90,0,49,2.672199170124481,2014,0,130.9377593360996
20822,1,1,5,1,10,2,2,0,0,60,0,34,3.981132075471698,2013,0,135.35849056603772
22663,0,0,5,0,5,0,0,0,0,90,0,83,3.660287081339713,2013,1,303.8038277511962
13931,0,0,3,1,11,2,1,0,0,120,0,96,2.182634730538922,2013,1,209.5329341317365
10353,0,0,2,1,6,0,7,0,0,30,0,95,4.716942148760331,2014,1,448.1095041322314
19766,0,0,4,1,0,2,9,0,0,30,0,58,3.5641025641025643,2014,1,206.71794871794873
8475,0,0,2,1,6,2,7,0,0,30,0,84,2.2689486552567235,2014,0,190.59168704156477
7095,0,0,1,1,2,0,3,0,0,60,0,62,5.631979695431472,2014,1,349.18274111675123
14587,1,1,3,1,5,0,1,1,0,60,0,4,2.8076923076923075,2014,0,11.23076923076923
13582,1,1,3,1,9,2,9,0,0,60,0,2,1.9090909090909092,2013,1,3.8181818181818183
23405,0,0,5,1,3,0,2,0,0,120,0,77,3.4273743016759775,2014,0,263.9078212290503
13886,0,0,3,0,4,2,6,1,0,120,0,143,3.074074074074074,2013,1,439.59259259259255
8821,1,1,2,1,6,2,9,0,0,60,0,28,4.904411764705882,2014,0,137.3235294117647
29076,1,1,6,0,0,2,3,0,0,120,0,2,1.0,2014,1,2.0
23004,1,1,5,1,8,0,4,0,0,120,0,33,3.425675675675676,2013,1,113.0472972972973
6941,1,1,1,0,0,2,8,0,0,60,0,15,2.8807339449541285,2014,1,43.211009174311926
26860,1,0,5,1,0,2,7,1,0,60,0,65,3.6560846560846563,2014,1,237.64550264550266
21382,1,0,5,1,0,0,8,0,0,120,0,51,3.407766990291262,2013,1,173.79611650485435
2653,1,1,1,1,3,2,1,1,1,60,0,1,1.0,2013,1,1.0
15872,1,1,3,1,8,2,6,0,0,60,0,22,2.5166666666666666,2014,1,55.36666666666667
25981,1,1,5,1,12,2,3,0,0,180,0,44,2.966666666666667,2014,1,130.53333333333333
24797,0,0,5,1,6,0,4,0,0,180,0,77,4.745454545454545,2014,1,365.4
16034,1,1,3,0,6,0,2,0,0,60,0,16,1.8636363636363635,2014,1,29.818181818181817
7423,0,0,2,1,12,2,6,0,0,60,0,106,3.66903073286052,2014,0,388.9172576832151
6454,0,1,1,0,5,0,1,0,0,60,0,24,2.3363636363636364,2014,1,56.07272727272728
26503,0,0,5,0,12,2,2,0,0,60,0,191,5.010350776308223,2014,1,956.9769982748705
1962,0,0,1,0,8,2,8,0,0,120,0,96,2.768321513002364,2013,0,265.7588652482269
14891,0,0,3,0,6,2,7,0,0,75,0,177,2.554652880354505,2014,0,452.17355982274745
21198,1,1,5,0,7,0,2,0,1,60,0,46,2.742857142857143,2013,0,126.17142857142858
7713,1,0,2,1,11,0,0,0,0,120,0,53,3.607250755287009,2014,0,191.18429003021149
219,0,0,0,1,9,0,9,0,0,120,0,259,4.077899596076168,2013,1,1056.1759953837277
12811,0,1,3,0,5,2,2,1,1,60,0,14,1.469387755102041,2013,1,20.571428571428573
9796,1,1,2,0,0,0,5,0,0,120,0,23,3.50561797752809,2014,1,80.62921348314607
5331,0,1,1,0,1,2,1,1,1,120,0,32,2.4511278195488724,2014,0,78.43609022556392
19708,0,0,4,1,8,0,6,1,0,30,0,42,3.15625,2014,1,132.5625
17351,0,0,4,1,6,0,3,0,0,30,0,54,5.049586776859504,2013,1,272.67768595041326
14426,1,0,3,0,11,2,2,0,0,60,0,87,2.4314928425357873,2014,0,211.5398773006135
23533,0,0,5,1,5,0,3,0,0,90,0,59,4.188911704312115,2014,0,247.14579055441482
22034,1,0,5,0,1,2,0,1,0,90,0,117,4.7629573170731705,2013,1,557.266006097561
8474,0,0,2,1,6,2,2,0,0,60,0,53,6.849624060150376,2014,0,363.03007518796994
7511,0,1,2,0,12,1,3,0,0,120,0,40,2.121212121212121,2014,0,84.84848484848484
24232,0,0,5,0,8,2,8,0,0,60,0,180,3.8028962188254223,2014,0,684.521319388576
18714,0,0,4,1,9,0,7,0,0,60,0,178,4.260076775431862,2014,1,758.2936660268714
4038,0,1,1,0,12,0,6,1,0,60,0,22,2.11,2013,1,46.419999999999995
11677,1,1,3,1,9,0,4,0,1,60,0,12,2.4,2013,0,28.799999999999997
17647,1,1,4,1,8,2,2,0,0,60,0,10,5.827160493827161,2013,1,58.27160493827161
17561,0,0,4,1,5,2,2,1,0,90,0,85,4.211656441717792,2013,1,357.9907975460123
21084,0,0,5,1,1,0,0,0,0,60,0,138,6.886331938633194,2013,0,950.3138075313807
10574,0,0,2,1,6,0,4,0,0,120,0,47,3.4172185430463577,2014,1,160.60927152317882
5281,0,1,1,1,11,1,4,1,0,60,0,26,2.7203389830508473,2014,0,70.72881355932203
17646,0,0,4,1,11,0,8,0,0,30,0,101,5.1384217335058215,2013,1,518.980595084088
9339,1,1,2,1,8,2,6,0,0,60,0,31,2.941860465116279,2014,1,91.19767441860465
16432,0,0,3,1,8,1,9,0,0,60,0,67,1.7881188118811882,2014,1,119.8039603960396
26770,0,0,5,0,3,1,3,1,0,60,0,58,5.875,2014,1,340.75
26902,0,0,6,0,4,2,2,1,0,30,0,30,2.684848484848485,2013,1,80.54545454545455
13623,1,1,3,0,11,2,6,1,0,60,0,1,2.0,2013,1,2.0
10287,1,1,2,1,6,0,8,0,1,90,1,12,2.1777777777777776,2014,1,26.133333333333333
27536,1,1,6,0,12,2,4,0,0,30,0,11,2.86046511627907,2013,1,31.46511627906977
22313,0,0,5,1,8,0,9,0,0,60,0,71,4.505643340857787,2013,1,319.9006772009029
17595,1,0,4,1,11,2,8,0,0,30,0,70,3.430722891566265,2013,1,240.15060240963857
26304,1,1,5,1,7,2,4,0,0,120,0,12,2.5,2014,1,30.0
27461,0,0,6,1,8,0,9,0,0,30,0,47,3.393822393822394,2013,1,159.5096525096525
5440,1,0,1,0,9,0,6,1,0,60,0,26,2.5057471264367814,2014,1,65.14942528735632
23454,0,0,5,1,3,2,7,0,0,60,0,122,3.8914354644149576,2014,0,474.7551266586248
15597,0,0,3,1,4,0,1,0,1,60,0,54,2.737762237762238,2014,1,147.83916083916085
205,1,1,0,1,7,1,9,1,0,60,0,16,4.938271604938271,2013,1,79.01234567901234
19128,0,0,4,1,8,0,3,0,0,60,0,123,3.5495934959349595,2014,1,436.6
10189,0,1,2,1,0,1,8,0,1,60,0,15,3.0,2014,1,45.0
22297,0,0,5,1,10,0,6,0,0,60,0,178,3.941376380628717,2013,1,701.5649957519116
11721,0,0,3,1,3,1,9,2,0,60,0,87,2.2222222222222223,2013,0,193.33333333333334
25654,0,0,5,1,3,0,4,1,0,60,0,146,3.7109004739336493,2014,1,541.7914691943128
28690,0,0,6,0,11,0,5,1,0,30,0,30,3.923076923076923,2014,1,117.6923076923077
6489,0,1,1,0,3,2,0,0,0,60,0,31,3.5645933014354068,2014,1,110.50239234449761
22206,1,1,5,1,6,0,8,0,0,60,0,14,3.3959390862944163,2013,1,47.54314720812183
21982,0,0,5,1,6,1,4,1,0,60,0,99,4.491059147180192,2013,1,444.61485557083904
14537,1,1,3,0,6,1,0,0,2,180,0,13,1.8829787234042554,2014,0,24.47872340425532
11112,1,0,2,0,6,1,2,1,0,30,0,57,3.462046204620462,2014,1,197.3366336633663
20114,0,0,5,0,3,0,4,0,0,60,0,130,4.239378238341969,2013,0,551.1191709844559
22912,0,0,5,1,12,0,4,0,0,120,1,120,4.819401444788442,2013,1,578.328173374613
2426,0,0,1,1,3,2,4,0,0,120,0,124,2.1283783783783785,2013,1,263.91891891891896
9886,1,1,2,1,0,0,7,0,0,90,0,22,3.533333333333333,2014,1,77.73333333333333
11958,1,1,3,1,5,2,2,0,0,90,1,5,1.9,2013,0,9.5
12283,0,0,3,1,0,0,3,0,0,60,0,50,2.3785900783289815,2013,0,118.92950391644908
25315,1,1,5,1,5,0,0,0,1,120,0,43,2.5639810426540284,2014,1,110.25118483412322
29121,1,1,6,0,10,2,0,1,0,30,1,17,2.0384615384615383,2014,1,34.65384615384615
16711,1,1,3,1,11,1,0,0,0,60,0,2,1.0,2014,1,2.0
18947,1,0,4,1,3,0,5,1,0,120,0,73,3.523529411764706,2014,1,257.2176470588235
14222,0,0,3,0,5,0,1,0,0,60,0,125,2.1884253028263796,2013,1,273.55316285329747
28154,1,0,6,0,0,2,6,0,0,30,0,27,2.0776699029126213,2014,0,56.09708737864078
1749,0,0,1,0,11,0,0,0,0,60,0,166,3.7094763092269325,2013,0,615.7730673316707
16286,1,1,3,0,7,0,3,0,0,180,0,37,2.402877697841727,2014,1,88.90647482014388
12112,1,1,3,1,6,1,5,1,0,60,0,41,2.8472222222222223,2013,0,116.73611111111111
27528,1,1,6,0,0,2,4,0,0,30,0,9,3.25,2013,1,29.25
23911,1,1,5,1,0,2,6,1,1,150,0,45,3.3966666666666665,2014,0,152.85
24807,0,1,5,1,1,2,7,1,0,60,0,40,4.0094936708860756,2014,1,160.37974683544303
6364,1,1,1,0,8,0,4,0,0,120,0,16,2.8934426229508197,2014,1,46.295081967213115
12280,0,0,3,1,11,0,3,0,0,60,0,158,2.356589147286822,2013,0,372.34108527131787
6104,0,0,1,0,3,0,6,0,1,60,0,40,2.8829268292682926,2014,1,115.3170731707317
4419,1,1,1,0,0,0,1,1,2,60,0,10,1.9130434782608696,2014,0,19.130434782608695
26802,1,1,5,1,1,0,1,1,0,120,1,43,2.6621004566210047,2014,1,114.4703196347032
27786,0,1,6,0,8,0,5,0,0,30,0,16,2.2037037037037037,2014,0,35.25925925925926
25131,1,1,5,1,6,1,8,0,0,60,0,4,2.142857142857143,2014,1,8.571428571428571
4693,0,0,1,1,2,0,4,0,0,60,0,84,2.6010362694300517,2014,0,218.48704663212433
13238,1,1,3,1,8,0,5,0,1,180,0,11,1.71875,2013,1,18.90625
138,0,0,0,0,3,0,1,0,0,60,0,189,2.4658273381294964,2013,1,466.0413669064748
8259,1,1,2,0,3,0,4,0,0,120,0,24,2.2222222222222223,2014,0,53.333333333333336
13061,1,1,3,0,6,1,2,0,0,120,0,21,3.403225806451613,2013,1,71.46774193548387
20534,1,0,5,1,6,1,4,0,0,60,0,42,5.7293233082706765,2013,0,240.6315789473684
16396,0,0,3,1,12,0,0,0,0,60,1,67,1.898936170212766,2014,1,127.22872340425532
8478,1,1,2,0,0,2,6,0,0,90,0,6,3.260869565217391,2014,0,19.565217391304348
23362,0,0,5,1,3,1,2,0,0,90,0,87,4.605321507760532,2013,1,400.6629711751663
6681,0,0,1,0,1,1,3,0,0,60,0,56,4.188356164383562,2014,1,234.54794520547944
2375,0,0,1,0,1,0,0,0,0,60,1,181,2.145748987854251,2013,1,388.38056680161947
18627,1,1,4,1,1,1,6,1,0,60,0,20,3.7830188679245285,2014,0,75.66037735849056
14928,1,1,3,1,3,0,5,0,0,60,0,4,1.1111111111111112,2014,0,4.444444444444445
2736,0,1,1,0,8,0,8,1,0,60,0,12,2.6582278481012658,2013,1,31.89873417721519
3782,0,1,1,0,0,0,3,0,0,60,0,11,1.95,2013,1,21.45
3188,1,0,1,0,6,0,6,0,0,60,0,36,2.7696969696969695,2013,1,99.7090909090909
28103,0,0,6,0,5,2,7,1,0,30,0,47,4.480662983425415,2014,0,210.59116022099448
22457,0,0,5,1,0,0,2,0,0,90,0,74,3.742802303262956,2013,1,276.96737044145874
17003,0,0,3,1,1,0,9,0,1,60,0,90,1.997797356828194,2014,1,179.80176211453744
12802,0,0,3,0,7,2,8,0,0,60,0,166,1.978855721393035,2013,1,328.4900497512438
27632,0,0,6,1,7,2,6,0,0,30,0,36,3.4375,2013,1,123.75
8225,1,1,2,1,1,0,6,0,0,120,0,10,3.8,2014,0,38.0
15409,1,1,3,0,12,0,2,0,0,60,0,37,3.4611111111111112,2014,0,128.0611111111111
3332,1,1,1,0,11,2,1,0,0,60,0,7,2.515151515151515,2013,1,17.606060606060606
26506,0,0,5,1,9,0,2,0,0,150,0,137,3.5081788440567068,2014,1,480.62050163576885
28261,0,1,6,0,11,2,0,0,0,30,0,11,3.1,2014,0,34.1
27967,1,1,6,1,5,2,7,0,0,30,0,2,2.375,2014,0,4.75
4054,0,1,1,1,8,0,4,1,0,180,0,25,2.891891891891892,2013,1,72.2972972972973
20902,0,0,5,1,7,1,1,1,0,60,0,153,4.096363636363637,2013,0,626.7436363636364
25300,0,0,5,1,6,1,3,0,2,60,1,103,4.247566063977747,2014,1,437.4993045897079
19444,0,0,4,0,6,0,5,0,0,30,0,38,5.895705521472393,2014,1,224.03680981595093
17799,1,1,4,1,0,1,9,0,0,60,0,13,7.144736842105263,2013,1,92.88157894736841
20560,1,1,5,1,1,0,8,0,0,120,1,11,3.547169811320755,2013,0,39.0188679245283
25275,0,0,5,1,6,4,6,1,0,60,0,130,4.704918032786885,2014,1,611.6393442622951
4988,1,1,1,0,5,0,3,1,0,60,1,2,2.875,2014,0,5.75
13438,1,0,3,0,12,0,3,0,0,60,0,69,1.8395522388059702,2013,1,126.92910447761194
21479,0,0,5,0,12,2,2,1,0,180,0,88,5.376943005181347,2013,1,473.1709844559585
8696,1,1,2,1,0,1,5,0,0,60,0,25,7.507042253521127,2014,0,187.67605633802816
7750,0,0,2,1,9,1,6,1,0,60,0,130,2.7579617834394905,2014,0,358.5350318471338
13615,0,0,3,1,5,1,4,0,0,60,0,145,2.543400713436385,2013,1,368.7931034482759
13168,1,0,3,1,10,0,7,0,0,90,1,43,3.5314685314685317,2013,1,151.85314685314685
14945,0,0,3,1,0,0,4,1,0,60,0,108,2.8715953307392996,2014,0,310.13229571984436
16999,0,0,3,1,11,0,3,1,0,60,0,125,2.4166666666666665,2014,1,302.0833333333333
23955,1,0,5,1,12,2,0,1,1,120,1,77,3.7152317880794703,2014,0,286.07284768211923
16228,0,0,3,1,11,2,2,0,0,90,0,159,1.8330152671755726,2014,1,291.44942748091603
6151,1,0,1,0,1,1,1,0,0,60,0,73,4.741573033707865,2014,1,346.13483146067415
11712,0,0,3,1,8,0,5,0,0,60,0,104,2.0919540229885056,2013,0,217.5632183908046
17529,0,0,4,1,8,2,9,0,0,60,0,81,4.452569169960475,2013,1,360.65810276679844
13146,0,0,3,0,11,0,7,0,0,120,0,218,2.6546762589928057,2013,1,578.7194244604316
17456,0,0,4,1,0,0,5,0,0,60,1,98,3.8773234200743496,2013,1,379.97769516728624
14966,0,0,3,1,0,1,9,0,0,60,1,71,2.4985074626865673,2014,0,177.39402985074628
24380,1,0,5,1,0,0,6,1,0,60,0,59,3.9280575539568345,2014,0,231.75539568345323
26607,1,0,5,1,3,0,0,0,0,120,0,49,3.7046153846153844,2014,1,181.52615384615385
7930,1,1,2,0,5,0,0,0,0,90,1,11,2.1724137931034484,2014,0,23.896551724137932
24165,1,1,5,1,3,0,1,0,0,60,0,8,1.836734693877551,2014,0,14.693877551020408
381,0,0,0,1,12,2,4,1,0,60,0,148,2.3981900452488687,2014,1,354.93212669683254
25219,1,1,5,1,8,0,5,0,1,60,1,15,3.0217391304347827,2014,1,45.32608695652174
8291,1,1,2,1,7,2,5,0,0,60,0,21,3.882978723404255,2014,0,81.54255319148936
15480,1,1,3,0,5,2,7,0,1,60,0,6,2.3703703703703702,2014,1,14.222222222222221
25034,1,1,5,1,8,0,4,1,0,180,0,3,1.5,2014,1,4.5
4029,0,0,1,1,10,2,4,1,0,120,0,129,2.5043177892918824,2013,1,323.0569948186528
67,0,0,0,1,0,1,9,2,0,60,0,249,3.8454047474132684,2013,1,957.5057821059038
11431,1,1,3,1,10,2,4,0,0,60,0,23,3.1016949152542375,2013,0,71.33898305084746
2253,0,0,1,0,8,0,9,0,0,60,0,46,2.2063492063492065,2013,0,101.4920634920635
29096,0,0,6,0,10,0,5,1,0,30,0,45,4.867579908675799,2014,1,219.04109589041093
6466,1,1,1,0,9,2,7,0,0,60,0,11,2.108433734939759,2014,1,23.19277108433735
16916,1,0,3,0,9,0,7,1,0,60,1,80,2.0743099787685777,2014,1,165.94479830148623
2157,0,1,1,0,3,2,1,1,2,120,1,13,1.7230769230769232,2013,0,22.400000000000002
27639,1,0,6,0,11,2,6,0,0,60,0,51,3.0970873786407767,2013,1,157.95145631067962
13687,0,0,3,1,1,0,9,0,0,60,0,227,2.0629213483146067,2013,1,468.2831460674157
13797,1,1,3,0,12,0,6,0,0,180,0,13,3.710526315789474,2013,1,48.23684210526316
10742,0,1,2,1,3,1,9,2,0,30,0,33,2.616216216216216,2014,1,86.33513513513513
7845,0,0,2,1,9,2,3,0,0,60,1,109,3.5609756097560976,2014,0,388.1463414634146
14898,1,0,3,0,3,2,2,0,0,60,0,56,2.718918918918919,2014,0,152.25945945945946
8528,0,0,2,0,3,0,2,1,0,90,0,222,5.309322033898305,2014,0,1178.6694915254238
8694,1,1,2,1,4,2,1,0,0,90,0,1,5.75,2014,0,5.75
